mN/GeV	BrNtovee	BrNtovmumu	BrNtovemu	BrNto2tracks	BrNtoinvistoMATHUSLA
0.1	0.11193122713762572	0	0	0	0.8880687728623742
0.10180790778133073	0.11193304672208508	0	0	0	0.888066953277915
0.10364850086811943	0.11193480231963432	0	0	0	0.8880651976803656
0.1055223701805468	0.11193649617850077	0	0	0	0.8880635038214993
0.10743011732208552	0.11193812958128015	0	7.921897389530656e-9	0	0.8880618624968224
0.10937235477264423	0.11193966032041539	0	4.1952130540538595e-7	0	0.8880599201582793
0.11134970608520353	0.11194084825451754	0	3.3980704269260728e-6	0	0.8880557536750555
0.11336280608600682	0.11194111290704077	0	0.00001414635827261528	0	0.8880447407346866
0.1154123010783706	0.11193946065752415	0	0.00004155693320825997	0	0.8880189824092676
0.1174988490501793	0.11193446492730215	0	0.00009838892135278933	0	0.8879671461513451
0.11962311988513157	0.11192428443227553	0	0.00020110480789570462	0	0.8878746107598289
0.12178579557780543	0.11190670785589049	0	0.00036947124608335537	0	0.8877238208980262
0.1239875704526121	0.11187921597073608	0	0.0006260040485888613	0	0.8874947799806749
0.1262291513867078	0.11183905434893521	0	0.00099531864352618	0	0.8871656270075385
0.12851125803693586	0.11178331143852738	0	0.001503432648551854	0	0.8867132559129208
0.13083462307087163	0.11170899803377052	0	0.002177056040459971	0	0.8861139459257694
0.13319999240204464	0.1116131250945366	0	0.0030428961126074527	0	0.885343978792856
0.13560812542941317	0.11106471584141235	0	0.004111151763121609	0	0.8848241323954661
0.13805979528116824	0.10223564523952036	0	0.005007909259076623	0	0.892756445501403
0.14055578906294575	0.08765536716710566	0	0.005556731636414747	0.	0.9067879011964796
0.14309690811052556	0.07299177012137527	0	0.005872472869277456	0.	0.9211357570093472
0.14568396824709942	0.060609039598988675	0	0.006082779664882493	0.	0.9333081807361289
0.14831780004519013	0.05083588384829673	0	0.006267499802482182	0.	0.9428966163492211
0.15099924909330567	0.04328559525825599	0	0.006466477542926118	0.	0.9502479271988179
0.1537291762674145	0.0374571859738668	0	0.006697313654352292	0.	0.9558455003717807
0.15650845800732874	0.03292142286703922	0	0.006966893837696149	0.	0.9601116832952648
0.15933798659808399	0.029350916198508204	0	0.007277400437650258	0.	0.9633716833638416
0.16221867045640645	0.026505652593598727	0	0.0076291097058048445	0.	0.9658652377005963
0.16515143442235905	0.024211449932475655	0	0.008021647622461445	0.	0.967766902445063
0.1681372200562602	0.022341538525388505	0	0.008454538129974471	0.	0.969203923344637
0.17117698594097053	0.020802838011524896	0	0.008927411455427582	0.	0.9702697505330476
